,Date,Tweets,Prices
247,2014-01-16,RT philstockworld Webcast replay Our 3 Top Trades for 2014  Last year was  AAPL CIM and TSLA which one repeated  Profits https,19
248,2014-01-16,This weeks trade on AAPL httpstcoR499dHuxopWhat does everyone think about GOOG er next week,19
249,2014-01-16,AAPL Apple FaceTime invention uses face morphing image matching to keep video   Apple Insider httptcoOPz8y6YXy7,19
250,2014-01-16,RT SeekingAlpha Whats In Store For Apples App Store httptco8KswAJzwM4 AAPL APPLE,19
251,2014-01-16,AAPL Apple leads tech rally 3D printing stocks fall  MarketWatch httptcoRPz7sLCyft,19
252,2014-01-16,BBY thats what you get for being a SAMDUNG whore should have pushed AAPL products,19
253,2014-01-16,AAPL Stock Predictions 1302 gain in 3 Months   httptcobCJkTZk9Mk spy qqq dji,19
254,2014-01-16,RT firstadopter Apples iPhone now represents 42 of smartphones owned in the US  NPD httptcoEFpWm6xQNh via AppleInsider AAPL,19
255,2014-01-16,Apple stock update  AAPL 55556 down 180 032 on Thu Jan 16 2014 at 150357 EST httptcow4IphPgCCl,19
256,2014-01-16,AAPL Apple to face iPhone sales challenges in China  httptco3dFESfzSGr httptcorPAMLnqPEa,19
257,2014-01-16,AAPL scalp paying well to the short term longs,19
258,2014-01-19,AAPL Judaism In Cartoons And iPhone Apps  Forbes httptcoGo51jECXpJ,19.0
259,2014-01-19,RT plungeprotect LQMT and AAPL rumors in Forbes article  This story continues to gain traction httptcorSbxwscMxh,19.0
260,2014-01-19,the opportunity for AAPL w CHL is significantproviding investors w a new longterm growth vector Brian White Cantor Fitzgerald,19.0
261,2014-01-20,jeffhksar88 AAPLTree Thanks Confirming  no subsidy options via online AAPL store for any carrier same in BampM EXCEPT for CHL,19.0
262,2014-01-20,Correlation the last 3years of SPY VS XLF GS GOOG AAPL,19.0
263,2014-01-20,20 of New York City 40000 grand larcenies involve Apple products AAPL,19.0
264,2014-01-20,Qardios health device a great fit for Apple store AAPL httptconYAU5SMxdT,19.0
265,2014-01-20,AAPL  Microsoft May Soon Unveil Rival to Apples Siri gt httptcoHK8ucVbr9A stock stocks stockaction,19.0
266,2014-01-21,AAPL Which Stocks Benefit from Continued 4G RollOut A Wall Street Transcript Interview with Benjamin Lowe CFA of Stifel Nicolaus amp,19
267,2014-01-21,RT sniperoptions AAPL GOOG NFLX FB PCLN ISRG  OPTIONS TRADER stocks DAYTRADER dowjonesGG CALL2350   OP32 CENT httptco,19
268,2014-01-21,due to hate mail i tend not to post my AAPL short trades lol,19
269,2014-01-21,Apple Inc An Updated Bond Market View httptcoowa9g0o7uQ AAPL,19
270,2014-01-21,RT SassySPY Open Interest for 124  AAPL BIDU FB GOOG LNKD PCLN TSLA TWTR httptcofXF2mwVASR,19
271,2014-01-21,GOOG and AAPL holding NDX UPSWITCHED POSITION TO FULL BEAR  ON QLD NOW QID expecting NASDQ NEG SOONDAX turning south a bit,19
272,2014-01-21,3 Stocks To Watch This Week    Cree Starbucks and Microsoft  httptcojCwM9ET0ZQ CREE SBUX MSFT AIXG GMCR MCD GOOG AAPL,19
273,2014-01-21,RT manicakes Aaplpain I think its time to rename the Poor Mans Algo to the Rich Mans Algo  AAPL,19
274,2014-01-21,1259 PM SwatMod AAPL 550 calls entered at 395 now at 520 chat AAPL FB GOOG GS TSLA,19
275,2014-01-21,CNBCFastMoney AAPL  Buying more here,19
276,2014-01-21,MARKET MAP Technology QQQ SPY OIL AAPL httptcoj9Ccf8garL,19
277,2014-01-21,AAPL Research iPad Air Is Keeping Up With Its Smaller Sibling httptcohskMqTdFBX,19
278,2014-01-21,AAPL FTC focuses on Apples App Store while ignoring similar issues with Google Play  httptcofEVfZWMAXw httptcoK9390Q0rM5,19
279,2014-01-22,Owning and studying TSLA and AAPL has taught me a lot about the market Its truly is not logical How it reacts to Apple news baffles me,19
280,2014-01-22,RT erichcloninger Comparing Apples to well Facebook of course  AAPL FB httptcoO2d79O2FqI,19
281,2014-01-22,AAPL video Icahn a contender for CNBCs top 25 httptcomW40ts6PlD,19
282,2014-01-22,InvestorsLive LQMT and AAPL current Master Transaction Agreemtn MTA expires on 2514  either new one is done stock rips or not,19
283,2014-01-22,AAPL Apple has hired two more medical sensor experts to work on iWatch 9to5Mac says httptco3MMC0phTB1,19
284,2014-01-22,AAPL gt Short Alert 55150,19
285,2014-01-22,RT howardlindzon Crazy StockTwits There were 40000 grand larcenies in NYC last year And nearly 20 of them were AAPL products   htt,19
286,2014-01-22,Icahn on CNBC now I intend to buy more Apple AAPL,19
287,2014-01-22,AAPL  Icahn accuses Apple of doing great disservice to investors gt httptcoEdMfGdGTEL stock stocks stockaction,19
288,2014-01-22,CNBCnow Carl Icahn tells CNBC that AAPL shares are still cheap httptcoDT6ndSj0Mf TheHumza heres your move,19
289,2014-01-22,RT optionmonster RT CarlCIcahn Having purchased 500M more AAPL shares in the last two weeks our investment has crossed the 3 bill,19
290,2014-01-22,CarlCIcahn What is your endgame with AAPL  Please share  Your actions and message are confusing,19
291,2014-01-22,AAPL Apple has hired two more medical sensor experts to work on iWatch 9to5Mac says Full Story httptcojRNIjbVt6v,19
292,2014-01-22,AAPL David Trainner clown back on Stoctwits with his 250 valuation of AAPL dtrainerNewConstructs,19
293,2014-01-22,RT stockerblog Apple AAPL accused of selling customers personal information httptcoewOussnY5b,19
294,2014-01-22,AAPL Leaked screenshots might offer glance at Apples iOS in the Car  GigaOM httptcoltsjBNvGNA,19
295,2014-01-22,AAPL Apple Inc AAPL To Launch InStore Repair Service For iPhone 5C httptcoWYw31HWF2Q,19
296,2014-01-22,I agree AAPL is a no brainer though,19
297,2014-01-22,Apple stock update  AAPL 55308 up 401 073 on Wed Jan 22 2014 at 102902 EST httptcow4IphPgCCl,19
298,2014-01-22,RT CNBCnow Today on CNBCFastMoney with ScottWapnerCNBC CarlCIcahn with the latest on AAPL,19
299,2014-01-22,AAPL Icahn blasts Apple again says bought 3 billion in shares httptcoglh3xrs5mg,19
300,2014-01-22,RT WSJ Apple is now lagging behind its competitors in keeping customers happy httptconRYKqatysi AAPL httptcop9GOusXzds,19
301,2014-01-22,AAPL Apple gets temporary break from antitrust monitor  CNET httptco3anFKpYVIo,19
302,2014-01-22,RT CarlCIcahn Having purchased 500 million more AAPL shares in the last two weeks our investment has crossed the 3 billion mark yes,19
303,2014-01-22,AAPL The Top 10 Books on Apples iBooks  ABC News httptcoS1fqKnBhT8,19
304,2014-01-22,DJI is really starting to sell but its gradual MSFT earnings eyed AAPL is having nice morning rallys but I cash out ever 10 stretch,19
305,2014-01-22,RT CarlCIcahn Since tweeting about our large position in AAPL on Aug 13 when the stock was 468 per share weve kept buying shares of,19
306,2014-01-22,RT RANsquawk Carl Icahn is due to speak in 13mins at 1215ET1715GMT on CNBC AAPL,19
307,2014-01-22,RT IvanTheK AAPL seems to have a bit of Icahn fatigue,19
308,2014-01-22,Microsofts New CEO And Earnings A Look Ahead httptcom5K8mlmRdt MSFT AAPL,19
309,2014-01-22,Apple stock update  AAPL 55560 up 653 119 on Wed Jan 22 2014 at 122852 EST httptcow4IphPgCCl,19
310,2014-01-22,AAPL Apple envisions trackpad with sensors instead of click buttons  CNET httptco24zDpZLT3g,19
311,2014-01-22,RT Forbes Carl Icahn makes a huge bet on Apple tweeting that his investment in AAPL has grown to 3 billion httptconALVhGtLNj,19
312,2014-01-23,Fucking GANGSTA AAPL,19
313,2014-01-23,Find the next hot pennystock ZIPR APFC ATRO AAPL View now httptcophu7zXkqgv,19
314,2014-01-23,RT agwarner Apple Inc AAPL On Icahn Earnings and Options Speculation Tracking put and call open interest httptcoDUkSbkBxgI,19
315,2014-01-23,RT CarlCIcahn Bought another 500mil of AAPL tday bringing our total to 36 billion  If board doesnt see AAPLs no brainer value,19
316,2014-01-23,RT CarlCIcahn Today we have put out a seven page letter to AAPL shareholders discussing why buyback should be markedly increased http,19
317,2014-01-23,RT WSJ Apple is planning to release iPhone models this year with bigger screens sources said httptcoQHdevdYM45 AAPL,19
318,2014-01-23,Aaplpain its showing up in our algo as the start of a downtrend as well Poor AAPL  Trade it,19
319,2014-01-23,AAPL ,19
320,2014-01-23,RT MarketWatch Apple AAPL dominates the smartphone market but experts say these 5 phones have iPhone beating features httptcoF9pp,19
321,2014-01-23,CarlCIcahn Bought another 500mil of AAPL tday bringing our total to 36 billion YOLO,19
322,2014-01-23,AAPL Best iPhone 5s Case  Logitech Thinks the TidyTilt Is It  httptcoUgvDiwRB0k httptcoi5rjblCLQr,19
323,2014-01-23,Time Magazine A brief history of what Apple must do AAPL aaplhttptcoRiMJllXwQd,19
324,2014-01-23,I wish AAPL would fix the issues with Mavericks Mail amp iCal are really broken with GOOG hosted services cc timcook,19
325,2014-01-23,AAPL up to 570 soon New bigger iPhone screen over the top earnings revenue WatchOut new features next october amazing,19
326,2014-01-23,AAPL Icahn takes another 500 mln bite out of Apple httptcoEUcXwZpbcl,19
327,2014-01-23,iPhone 6 Latest Apple Inc Rumors AAPL httptcoW40qtQaYx7,19
328,2014-01-23,aapltree Apple iPhone sales v Samsung have proven the majority of smart phone prefer convenience size smaller is better  AAPL,19
329,2014-01-23,RT fart i ate a sandwich from the gas station CarlCIcahn Bought another 500mil of AAPL tday bringing our total to 36 billion,19
330,2014-01-23,AAPL Apple investigating moodbased ad delivery system  Apple Insider httptcoLtDFSqRb2X,19
331,2014-01-23,September will see a flood of new gadgets from Sony Samsung Apple httptcorzySGlhBvO AAPL GOOG,19
332,2014-01-23,rareearths prices are down this morning Shorts are back in control of MCP and today will be a tough one AVL REE REE AAPL GOOG VIX,19
333,2014-01-23,AAPL can she close at HOD,19
334,2014-01-23,RT CarlCIcahn Ill be speaking with CGasparino today at 310 AAPL EBAY whatever,19
335,2014-01-23,1 More Sign Apple Could Smash Records With Its Upcoming Earnings Report httptcocAt3lQR43M  AAPL tech iPhone iPad ,19
336,2014-01-23,Carl Icahn adds another 500 million into AAPL total now at 36 billion and closing in on 1 ownership httptcoQCBXToF4Xq,19
337,2014-01-23,RT SeekingAlpha Carl Icahn Returns From Vacation With Gusto httptcocCyamWfj0j EBAY AAPL NUAN,19
338,2014-01-23,AAPL Does your iPhone with iOS 7 suddenly reboot Help is coming  Houston Chronicle blog httptcouxnRVFSe7e,19
339,2014-01-24,RT KCStottlar RossTucker ichanraps AAPL now expand the product line Tim cook says all in due time I need an iTV to please me please,19
340,2014-01-24,WSJ RT WSJ Apple to release iPhones with bigger screens this year AAPL httptcogEjEDDAoSR,19
341,2014-01-24,AAPL HondaLink Offers Partial CariPhone Integration Ahead of Apples iOS in the   Mac Rumors httptcott9d6c9gpS,19
342,2014-01-24,Apple Executives Consider Thirty Years of Macintosh Say iOS and OS X Convergence A NonGoal AAPL httptcotkCrxjF2MK,19
343,2014-01-24,Best Stock Newsletter on URRE VPG UIL AAPL Visit httptco45MDijaDuS,19
344,2014-01-24,AAPL New Apple TV coming out in first half 2014  GMA News httptco3vBqdWT4vN,19
345,2014-01-24,RT WSJ The Macintosh computer has hit the big 30 See Apples tribute to the Mac httptcoLuq27XZpZP AAPL,19
346,2014-01-24,AAPL  BlackBerrys Big Pentagon Win Was Only a Mirage gt httptcoq1z0GIeha6 stock stocks stockaction,19
347,2014-01-24,RT PeterGhostine I guess Carl needs to buy antoher tranche of AAPL Sold the 55250555 call spread on my private stream today,19
348,2014-01-24,RT StockTwits 10 of the worlds largest companies have a combined 588 billion in cash MUSTSEE CHART httptcoE7HVKLkikY AAPL MSFT,19
349,2014-01-24,AAPL a secret SuperBowl commercial would be an awesome surprise for Apple to tease a TV device with most of America watching If only,19
350,2014-01-24,Bullish on these stocks BBEP ANTP MNST  AAPL Try this httptcoqPeRtgAvEK,19
351,2014-01-24,RT Zolio1 More signs of shift from bricks to clicks in earnings call with huge implications for GOOG AMZN EBAY AAPL EAT CMG DRI ,19
352,2014-01-24,Stocks to hold onto NEWP DGII AOL AAPL Visit httptcofYlhaDJ577,19
353,2014-01-24,AAPL Handicapping Apples quarterly earnings and revenue Q1 2014 httptcoTiDdGcsQPF via FortuneMagazine,19
354,2014-01-24,AAPL In pictures The 30th Anniversary of Apple Macintosh computers  httptcots0gltqfdh httptco6Ln8JrtU8v,19
355,2014-01-24,RT WSJ Apple to release iPhones with bigger screens this year AAPL httptcot7LDsAlHFq,19
356,2014-01-24,AAPL  Stocks tank on global economic concerns Microsoft spikes despite CEO  gt httptcomymkpVJGeQ stock stocks stockaction,19
357,2014-01-24,If this market selloff continues for another 510 there will be some great investing opportunities AAPL AMZN GOOG TSLA TWTR YHOO,19
358,2014-01-24,Love him or hate himCarlCIcahn makes some very compelling points in his letter to AAPL share holders,19
359,2014-01-24,RT BloombergTV Sorry Mac youre no longer a twentysomething httptcokwgWyRDg9e AAPL httptcovV8fmqYuUE,19
360,2014-01-24,What if instead of buying those Apple products you bought AAPL stock on the day those products came out httptcoaOKVT6hZaU rich,19
361,2014-01-24,EBay reliance on PayPal for growth lowers chances of spinoff httptcoB7WqBaTuy2 AMZN EBAY MA V AAPL 4331,19
362,2014-01-24,Bigger Screens for iPhones AAPL httptco4PK8hNPGN9,19
363,2014-01-24,Someone should tell TWTR GOOG AAPL AAPL that markets correcting  These r the real Teflon Dons If these go its a big correction 10gt,19
364,2014-01-24,A trip down Mac memory lane as Apples Macintosh turns 30 Slideshow httptcoPedGU09pL8 Story httptcoWsCF5sP0pM AAPL,19
365,2014-01-24,AFAIK theres no Samsung data from 12 so lets start hereGalaxy smartphone line100M shipped in 13iPhone150M soldOn to 2014 AAPL,19
366,2014-01-24,AAPL  Whats so bad about falling prices Nothing gt httptcoihf4L8tYll stock stocks stockaction,19
367,2014-01-24,RT EliLanger If you bought Apple shares instead of the first Apple computer 30 years ago your 2495 would be worth 400162 today AAPL,19
368,2014-01-24,RT WSJ Apple is planning larger displays for iPhones to be released this year sources said httptcocNKlEQAnfq AAPL httptco0wA,19
369,2014-01-24,AAPL video Apple needs to continue transformation Fortt httptcoPysUy02DPP,19
370,2014-01-24,I brushed my teeth in the shower TimeIsMoney CarlCIcahn Bought another 500mil of AAPL tday bringing our total to 36 billion,19
371,2014-01-24,Trade  AAPL  Exit Long at 55581Date  1232014 Time  155730,19
372,2014-01-24,AAPL Apple going big with two new iPhones sources say  httptcolUs7vihs52 httptcoF23nY063tJ,19
373,2014-01-24,Are you buying SWM NGVC SSNC  AAPL Must see httptcoE3HMANPrno,19
374,2014-01-24,zerohedge CNBCnow Icahn Ipump AAPL PALM was also a no brainer at 100 in 2000,19
375,2014-01-24,RT oledi45 or YHOO  RT hovastocks GOOG down Doesnt that make AAPL more valuable,19
376,2014-01-25,Wow Great Stock Research on JNJ TISI DD AAPL Check out httptcoxrc3NJnM59,19.0
377,2014-01-25,Todays Stocks to Watch MRVL RMTI MILL AAPL View now httptcorduqCDqpiT,19.0
378,2014-01-25,Stocks to buy DISCA CCUR ORCC  AAPL Must see httptcogURpUKhMuZ,19.0
379,2014-01-25,AAPL video Five iPhoneBeating Phone Features httptco4ObeYWkbq3,19.0
380,2014-01-25,opttrdr FeelTrade Im actually getting less Bullish on AAPL the more people keep posting theyre long But I expect a good quarter,19.0
381,2014-01-25,AAPL Celebrate 30 years of Mac with Apples hidden icon font  9 to 5 Mac httptco2kgVDllgo0,19.0
382,2014-01-25,PostsAtEventide appleinsider Calling competitors a sub plot is the elitist attitude that is going to lead to AAPL downfall,19.0
383,2014-01-25,AAPL Has Too Many Catalysts for the Stock to Decrease in Valuehttptcoi7F5GcGn6c,19.0
384,2014-01-25,AAPL Apple CEO Tim Cook On The NSA Much Of What Has Been Said Isnt True  Business Insider httptcov3wTTs6diC,19.0
385,2014-01-25,RT WSJ Apple is planning larger displays for iPhones to be released this year sources said httptcocNKlEQAnfq AAPL httptco0wA,19.0
386,2014-01-25,Top Stocks today RJET SYK HEES AAPL Give it a try httptcoQoZHuI0eSg,19.0
387,2014-01-25,Stocks to Sell BXG OXGN TLAB AAPL Click httptcobkgo5RqqO6,19.0
388,2014-01-25,RT firstadopter TechCrunch  AAPL 600 million users with credit cards on file EBAY Paypal 137 million active accounts,19.0
389,2014-01-25,RT MisterMainSt KarlMcDonnell CarlCIcahn and AAPL plans to make 5 million of them Thats 5b in production costs for one good I ,19.0
390,2014-01-25,AAPL  Apple Q1 Earnings Seen Boosted By New iPhones iPads WEBHED Apple Q1  gt httptcoO0QLModS5P stock stocks stockaction,19.0
391,2014-01-25,AAPL Apples Mac still influences 30 years after debut  Fox News httptco3WBhS1O6TS,19.0
392,2014-01-26,RT nyinvesting RT StockTwits 24 of worlds biggest companies report earnings next week Including AMZN GOOG FB and AAPL http,19.0
393,2014-01-26,AAPL News Alert  httptcoyqfdD3T3MK  Updated options view httpstcogaXnEoT1NG  All options views httpstcodUHzbxOXOr,19.0
394,2014-01-26,AAPL Apple Inc AAPL Apples Secret Weapon Into Earnings And 2014 httptcons5I6s4QGG,19.0
395,2014-01-26,24 of the worlds biggest companies report earnings next week Including AMZN GOOG FB and AAPL httptcoUWmP8XH5fO,19.0
396,2014-01-26,there was huge negativity towards AAPL CEO awful margins would collapse iphone worse than android now big Christmas amp loud Icahn,19.0
397,2014-01-26,1st Internal Video of Jobs Unveiling the Mac  The Dude had talent  httptco0K5bc5lCRR  AAPL Apple,19.0
398,2014-01-26,AAPL weekly straddle showing about 6 move in either direction,19.0
399,2014-01-26,Benzinga Weekly Preview Tech Sector To Steal The Spotlight AAL AAPL AMGN premarket httptcoShXa5lnBPr,19.0
400,2014-01-26,AAPL Could Apple Inc Have Sold 60 Million iPhones Last Quarter httptcoO3QO4S6C92,19.0
401,2014-01-26,Yahoo Weather for iPad is an amazing app I love the animations and data Theyre making better apps for iOS than Apple is YHOO AAPL,19.0
402,2014-01-26,Now theyre not building iWatch iPhablet and iTV quick enough for the tech media  AAPL,19.0
403,2014-01-26,Get great research on stocks BAC STZ KOG AAPL Check out httptcoruiPMTKJjC,19.0
404,2014-01-26,Looking for the next performer like MCP CMRG TCCO AAPL View now httptco8xPBaP6XC3,19.0
405,2014-01-26,RT SeekingAlpha Earnings Finally Matter httptcoejTamYSBAd AA AAPL AMZN BX CMG FB LULU LVS MA PSX STX VMW YHOO,19.0
